Id,SalePrice
1461,129086.31987482228
1462,144961.26426413457
1463,164267.02008241965
1464,180796.4005428194
1465,204029.0881621522
1466,168466.92742850992
1467,177487.55483810557
1468,164757.40459479028
1469,188557.2011791896
1470,112566.9958906601
1471,203040.9694628445
1472,123392.93023629754
1473,117440.70189828644
1474,154653.57034763996
1475,140997.6733709796
1476,335472.95352093433
1477,261512.63629401708
1478,280927.82159616746
1479,264377.89241765585
1480,413213.20285509166
1481,284600.35590200766
1482,219514.78457272708
1483,173637.3156995437
1484,183045.3206983155
1485,193549.47746040567
1486,200127.87692716246
1487,304559.28692425025
1488,256167.44104919472
1489,195438.17614690334
1490,198700.02152036905
1491,204424.40186766034
1492,106023.60047969158
1493,175793.77637836424
1494,273029.7391285861
1495,276120.344136056
1496,221245.37184439314
1497,187179.4362217262
1498,171476.73536513522
1499,173899.3887256757
1500,155301.67142336204
1501,162289.8487445855
1502,175418.86934246423
1503,265555.19767552475
1504,241728.8513078023
1505,214618.8161824796
1506,182784.5332637399
1507,235374.67204688597
1508,200448.86358896937
1509,157447.7720239438
1510,133145.54123165537
1511,138092.54215197
1512,146060.98710374473
1513,158918.31361982966
1514,159234.72073871442
1515,178375.66678942594
1516,140462.08989309598
1517,156137.8283824879
1518,143105.98351798544
1519,225741.57149576224
1520,125956.5932069348
1521,125515.46071323246
1522,153240.26761161373
1523,101293.78088452248
1524,111652.6216886873
1525,112006.72243513302
1526,114822.82233190928
1527,111181.09881245081
1528,143895.3703513411
1529,128373.19923164052
1530,162079.9900396905
1531,102891.8603428765
1532,89458.939665945
1533,123975.04531640818
1534,136887.4156528718
1535,146879.29899038674
1536,115253.64475341202
1537,85774.13712463665
1538,165271.44464542822
1539,203457.5373156317
1540,123876.8296367994
1541,156389.8558922692
1542,146882.7653445528
1543,194273.05714231302
1544,83968.41003066947
1545,118234.53668037227
1546,134655.5215555953
1547,115640.26189501176
1548,130271.00977288788
1549,123622.90036818995
1550,125356.18650091902
1551,123007.16860478761
1552,113433.63612110737
1553,127287.6209153725
1554,119732.45459094038
1555,144455.69134142165
1556,101200.17593391212
1557,108661.31347220764
1558,113117.09955133828
1559,97947.65494861388
1560,124115.77136421969
1561,123614.3041966499
1562,130502.97999114271
1563,115435.84649717802
1564,158836.2002010506
1565,134696.0248740037
1566,222753.17578723148
1567,88801.71097856693
1568,202434.1501969266
1569,116414.06983741432
1570,144550.5036911272
1571,114845.24524898369
1572,137288.09601368324
1573,234924.8378971008
1574,131911.8703588127
1575,195866.7472307421
1576,222164.36749998978
1577,200389.4292302138
1578,140614.77427325293
1579,146522.95890222126
1580,212680.73782563323
1581,134895.2026432201
1582,124346.69431383917
1583,314867.63835625735
1584,226744.6981580507
1585,155551.51924045922
1586,89299.90789393209
1587,110979.51304255766
1588,133770.01524053272
1589,101233.50044835109
1590,141953.87905058177
1591,89292.51468946665
1592,120532.47742852737
1593,119958.51560802362
1594,126392.56187096066
1595,108099.29536735528
1596,185369.71315039345
1597,170806.06603254811
1598,205048.44429005575
1599,200100.09133714167
1600,196604.46791644377
1601,67603.12304419727
1602,137205.3828864789
1603,86993.05840843362
1604,249498.0879870733
1605,263749.52145284053
1606,159550.84747816488
1607,212978.64141793884
1608,208612.14299947236
1609,195527.3509089421
1610,152713.45890080123
1611,139673.66397307796
1612,167097.61846167844
1613,170010.7065132384
1614,121697.59957161317
1615,94699.70079894511
1616,93782.63243171491
1617,104956.63406534979
1618,130044.95857136537
1619,129369.98460799559
1620,186162.23973865702
1621,148762.23220132454
1622,133739.72111879478
1623,250519.99063156592
1624,197956.74466150193
1625,133439.60802891265
1626,166384.12228108136
1627,183013.03211032206
1628,291692.8935576816
1629,193011.97130050985
1630,340643.57016522
1631,219035.56408106993
1632,242278.51166792936
1633,185261.9030651094
1634,178947.4178263886
1635,175067.32578706785
1636,157307.83177646316
1637,154043.03364540427
1638,204592.48221970213
1639,176369.93184987016
1640,246991.29715397957
1641,189030.31513036837
1642,222955.07668033778
1643,243026.95529010802
1644,244577.15763488648
1645,165292.5523545372
1646,155614.23497977114
1647,171964.05830666565
1648,132376.6781495622
1649,127906.74441829727
1650,115142.90280242504
1651,122989.60822590081
1652,125282.31967009572
1653,124832.44617666742
1654,157445.0467812254
1655,158187.02494797687
1656,154495.87571141252
1657,158964.83433770904
1658,154168.9336448321
1659,151033.9972291735
1660,152853.98291524575
1661,385395.5626974819
1662,373857.5328307236
1663,347678.7840560992
1664,467376.125230995
1665,296833.12288351654
1666,303911.56937897496
1667,334843.10953174805
1668,333850.6051348009
1669,290065.9740919564
1670,329569.1522835446
1671,240360.67845240782
1672,407513.63366608677
1673,286423.78638291
1674,254961.16877681995
1675,183424.46680491028
1676,187061.7557766889
1677,208115.54349478774
1678,459900.14606781397
1679,310090.4696247974
1680,303858.0979799887
1681,251139.80029535005
1682,274078.98345642805
1683,192184.09225271453
1684,193948.85415065612
1685,171338.1570619475
1686,181078.47859439527
1687,184967.39840632924
1688,195985.39406356853
1689,197084.90739523235
1690,206730.00252021712
1691,194682.89026326948
1692,272034.7272113709
1693,190805.46301588722
1694,177228.5865530441
1695,184921.2930134744
1696,263080.2097585266
1697,184911.1563892444
1698,332799.31689097063
1699,277192.1262953793
1700,227130.75694929544
1701,268322.5005671043
1702,275950.7192631877
1703,254079.80137395574
1704,288261.12098178966
1705,230339.46112239812
1706,408801.6702688345
1707,201333.97942664425
1708,210447.74922162705
1709,297419.96774085716
1710,233614.60896169324
1711,268296.6621262892
1712,251243.48049399786
1713,254588.49306540887
1714,219343.73481446036
1715,210061.1669310883
1716,194922.36197391362
1717,187923.36214605178
1718,141679.710586682
1719,207345.68915075719
1720,256169.8390250088
1721,192592.28019968042
1722,129905.89661414533
1723,162708.52094053174
1724,218911.65819359483
1725,229928.55165654386
1726,171186.1060167372
1727,163572.02777780296
1728,185925.9731344375
1729,162401.18171869198
1730,178490.67915380042
1731,116403.67330811814
1732,131097.64634104806
1733,123713.9549532865
1734,121698.43730524753
1735,130740.25427609961
1736,111144.75559629254
1737,296557.7071014326
1738,219504.12971030292
1739,270577.5373181421
1740,188219.3481235006
1741,184409.45639556675
1742,162428.10655249952
1743,191902.23705663404
1744,258073.96842283593
1745,199748.1160451736
1746,227158.80094478914
1747,227403.18775590623
1748,199286.05558551356
1749,138399.43486514466
1750,144833.48763510224
1751,228754.50867145706
1752,116889.03635552117
1753,139150.34131703293
1754,202091.34055936284
1755,162451.4742279872
1756,105487.37278650592
1757,111184.11549181644
1758,133614.73455507867
1759,154744.9976450397
1760,146362.27226983872
1761,137468.40094032034
1762,156665.65798172617
1763,154817.56074984834
1764,110069.64341802704
1765,171663.62646270666
1766,163219.51245080665
1767,189514.54275312208
1768,120379.02215657676
1769,166560.34420898353
1770,146323.1455247367
1771,119685.21078644019
1772,123552.40618752914
1773,104094.38342611154
